REF_DATE,GEO,Products_and_product_groups,VALUE,Percent_Change
Oct-10,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",133.7,0.2
Oct-10,Alberta,Energy,140.6,5.6
Nov-10,Alberta,All-items,122.7,0.1
Nov-10,Alberta,Food,122.3,1.6
Nov-10,Alberta,Shelter,147.1,-0.5
Nov-10,Alberta,"Household operations, furnishings and equipment",108.8,-0.8
Nov-10,Alberta,Clothing and footwear,95.1,-4.3
Nov-10,Alberta,Transportation,119.5,2.1
Nov-10,Alberta,Health and personal care,121.9,1.6
Nov-10,Alberta,"Recreation, education and reading",104.8,-1
Nov-10,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",134.5,0.7
Nov-10,Alberta,Energy,137.8,-4.6
Dec-10,Alberta,All-items,122.9,0.8
Dec-10,Alberta,Food,122,1.1
Dec-10,Alberta,Shelter,149.1,1.2
Dec-10,Alberta,"Household operations, furnishings and equipment",107.8,0.4
Dec-10,Alberta,Clothing and footwear,91.9,-4.4
Dec-10,Alberta,Transportation,120.4,3
Dec-10,Alberta,Health and personal care,122.1,1.6
Dec-10,Alberta,"Recreation, education and reading",104.3,-0.9
Dec-10,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",134,0.5
Dec-10,Alberta,Energy,147.5,4.6
Jan-11,Alberta,All-items,123.5,1
Jan-11,Alberta,Food,123.3,1.9
Jan-11,Alberta,Shelter,149.2,0.5
Jan-11,Alberta,"Household operations, furnishings and equipment",108.1,0.5
Jan-11,Alberta,Clothing and footwear,92.8,-3.4
Jan-11,Alberta,Transportation,122.4,3
Jan-11,Alberta,Health and personal care,122,1.8
Jan-11,Alberta,"Recreation, education and reading",103.3,-0.1
Jan-11,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",134.6,0.9
Jan-11,Alberta,Energy,151.8,2.4
Feb-11,Alberta,All-items,124.2,1.2
Feb-11,Alberta,Food,123.1,1.1
Feb-11,Alberta,Shelter,151.1,2
Feb-11,Alberta,"Household operations, furnishings and equipment",108.6,1.6
Feb-11,Alberta,Clothing and footwear,94.1,-2
Feb-11,Alberta,Transportation,121.9,3.4
Feb-11,Alberta,Health and personal care,122.9,2.5
Feb-11,Alberta,"Recreation, education and reading",104.9,-2.8
Feb-11,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",134,0.4
Feb-11,Alberta,Energy,158.1,9.4
Mar-11,Alberta,All-items,124.5,2
Mar-11,Alberta,Food,124.6,1.9
Mar-11,Alberta,Shelter,148.5,1.2
Mar-11,Alberta,"Household operations, furnishings and equipment",109.1,2.1
Mar-11,Alberta,Clothing and footwear,97,-0.7
Mar-11,Alberta,Transportation,124.2,5.6
Mar-11,Alberta,Health and personal care,122.7,2.7
Mar-11,Alberta,"Recreation, education and reading",104.9,-0.4
Mar-11,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",134.1,0.4
Mar-11,Alberta,Energy,156.4,10.5
Apr-11,Alberta,All-items,126,3
Apr-11,Alberta,Food,124.8,2.3
Apr-11,Alberta,Shelter,153.6,5.7
Apr-11,Alberta,"Household operations, furnishings and equipment",108.1,0.3
Apr-11,Alberta,Clothing and footwear,94,-4.8
Apr-11,Alberta,Transportation,126.2,6.1
Apr-11,Alberta,Health and personal care,123.5,2
Apr-11,Alberta,"Recreation, education and reading",105.4,-0.5
Apr-11,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",134.2,0.4
Apr-11,Alberta,Energy,176.7,28.9
May-11,Alberta,All-items,126.1,2.8
May-11,Alberta,Food,125.3,3
May-11,Alberta,Shelter,149.3,2.5
May-11,Alberta,"Household operations, furnishings and equipment",108.1,-0.1
May-11,Alberta,Clothing and footwear,95.8,-1.5
May-11,Alberta,Transportation,129.1,7
May-11,Alberta,Health and personal care,124.3,2.6
May-11,Alberta,"Recreation, education and reading",107.2,0.8
May-11,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",135.1,1.2
May-11,Alberta,Energy,169.1,21.7
Jun-11,Alberta,All-items,125.3,2.1
Jun-11,Alberta,Food,125.8,3.4
Jun-11,Alberta,Shelter,150.4,2
Jun-11,Alberta,"Household operations, furnishings and equipment",109.1,1.5
Jun-11,Alberta,Clothing and footwear,92.1,-3.1
Jun-11,Alberta,Transportation,124,4.1
Jun-11,Alberta,Health and personal care,124.7,2.5
Jun-11,Alberta,"Recreation, education and reading",107.1,0.4
Jun-11,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",135.2,1
Jun-11,Alberta,Energy,164.9,17.1
Jul-11,Alberta,All-items,125.7,1.9
Jul-11,Alberta,Food,126.1,3.1
Jul-11,Alberta,Shelter,152.8,2.1
Jul-11,Alberta,"Household operations, furnishings and equipment",109.1,1.4
Jul-11,Alberta,Clothing and footwear,91.8,-2.7
Jul-11,Alberta,Transportation,123.2,4.4
Jul-11,Alberta,Health and personal care,124,1.4
Jul-11,Alberta,"Recreation, education and reading",107.9,0.4
Jul-11,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",135.1,0.9
Jul-11,Alberta,Energy,170.3,14.1
Aug-11,Alberta,All-items,126.3,2.9
Aug-11,Alberta,Food,126.3,3.6
Aug-11,Alberta,Shelter,154.8,4.7
Aug-11,Alberta,"Household operations, furnishings and equipment",109.5,1.8
Aug-11,Alberta,Clothing and footwear,91.2,-3.9
Aug-11,Alberta,Transportation,123.8,4.9
Aug-11,Alberta,Health and personal care,126,2.9
Aug-11,Alberta,"Recreation, education and reading",107.1,0.3
Aug-11,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",135.3,1.5
Aug-11,Alberta,Energy,176,21.3
Sep-11,Alberta,All-items,126,2.8
Sep-11,Alberta,Food,126.6,4.5
Sep-11,Alberta,Shelter,150.2,1.6
Sep-11,Alberta,"Household operations, furnishings and equipment",110.3,2.9
Sep-11,Alberta,Clothing and footwear,95.5,-1.1
Sep-11,Alberta,Transportation,125.1,5.9
Sep-11,Alberta,Health and personal care,126.4,3.3
Sep-11,Alberta,"Recreation, education and reading",106.8,0.2
Sep-11,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",135.5,1.5
Sep-11,Alberta,Energy,163.1,13.1
Oct-11,Alberta,All-items,127.2,3.4
Oct-11,Alberta,Food,126.4,3.8
Oct-11,Alberta,Shelter,155.7,5.4
Oct-11,Alberta,"Household operations, furnishings and equipment",110.3,1.7
Oct-11,Alberta,Clothing and footwear,97.4,-1
Oct-11,Alberta,Transportation,125.6,5.6
Oct-11,Alberta,Health and personal care,126.2,2.9
Oct-11,Alberta,"Recreation, education and reading",105.2,-0.6
Oct-11,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",135.7,1.5
Oct-11,Alberta,Energy,176.5,25.5
Nov-11,Alberta,All-items,126.6,3.2
Nov-11,Alberta,Food,127,3.8
Nov-11,Alberta,Shelter,153,4
Nov-11,Alberta,"Household operations, furnishings and equipment",110,1.1
Nov-11,Alberta,Clothing and footwear,94.1,-1.1
Nov-11,Alberta,Transportation,126.8,6.1
Nov-11,Alberta,Health and personal care,126.8,4
Nov-11,Alberta,"Recreation, education and reading",104.4,-0.4
Nov-11,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",135.8,1
Nov-11,Alberta,Energy,163.5,18.7
Dec-11,Alberta,All-items,126.5,2.9
Dec-11,Alberta,Food,127.4,4.4
Dec-11,Alberta,Shelter,156.6,5
Dec-11,Alberta,"Household operations, furnishings and equipment",109.5,1.6
Dec-11,Alberta,Clothing and footwear,90.7,-1.3
Dec-11,Alberta,Transportation,123.9,2.9
Dec-11,Alberta,Health and personal care,126.6,3.7
Dec-11,Alberta,"Recreation, education and reading",104.1,-0.2
Dec-11,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",135.9,1.4
Dec-11,Alberta,Energy,171,15.9
Jan-12,Alberta,All-items,127.1,2.9
Jan-12,Alberta,Food,128,3.8
Jan-12,Alberta,Shelter,157.5,5.6
Jan-12,Alberta,"Household operations, furnishings and equipment",109.7,1.5
Jan-12,Alberta,Clothing and footwear,92.2,-0.6
Jan-12,Alberta,Transportation,125.6,2.6
Jan-12,Alberta,Health and personal care,126.4,3.6
Jan-12,Alberta,"Recreation, education and reading",102.7,-0.6
Jan-12,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",136.1,1.1
Jan-12,Alberta,Energy,173.8,14.5
Feb-12,Alberta,All-items,126.6,1.9
Feb-12,Alberta,Food,127.8,3.8
Feb-12,Alberta,Shelter,155.1,2.6
Feb-12,Alberta,"Household operations, furnishings and equipment",110.1,1.4
Feb-12,Alberta,Clothing and footwear,90.7,-3.6
Feb-12,Alberta,Transportation,125.4,2.9
Feb-12,Alberta,Health and personal care,126.8,3.2
Feb-12,Alberta,"Recreation, education and reading",103.6,-1.2
Feb-12,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",137.6,2.7
Feb-12,Alberta,Energy,169.3,7.1
Mar-12,Alberta,All-items,126.6,1.7
Mar-12,Alberta,Food,127.2,2.1
Mar-12,Alberta,Shelter,150.5,1.3
Mar-12,Alberta,"Household operations, furnishings and equipment",110.4,1.2
Mar-12,Alberta,Clothing and footwear,95.9,-1.1
Mar-12,Alberta,Transportation,127.8,2.9
Mar-12,Alberta,Health and personal care,127.6,4
Mar-12,Alberta,"Recreation, education and reading",104.9,0
Mar-12,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",137.8,2.8
Mar-12,Alberta,Energy,161.5,3.3
Apr-12,Alberta,All-items,127,0.8
Apr-12,Alberta,Food,126.7,1.5
Apr-12,Alberta,Shelter,149.9,-2.4
Apr-12,Alberta,"Household operations, furnishings and equipment",110.3,2
Apr-12,Alberta,Clothing and footwear,95.8,1.9
Apr-12,Alberta,Transportation,130.2,3.2
Apr-12,Alberta,Health and personal care,128.1,3.7
Apr-12,Alberta,"Recreation, education and reading",105.5,0.1
Apr-12,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",137.9,2.8
Apr-12,Alberta,Energy,161.1,-8.8
May-12,Alberta,All-items,126.6,0.4
May-12,Alberta,Food,127.6,1.8
May-12,Alberta,Shelter,147.9,-0.9
May-12,Alberta,"Household operations, furnishings and equipment",110.4,2.1
May-12,Alberta,Clothing and footwear,95,-0.8
May-12,Alberta,Transportation,128.9,-0.2
May-12,Alberta,Health and personal care,127.9,2.9
May-12,Alberta,"Recreation, education and reading",107,-0.2
May-12,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",138.3,2.4
May-12,Alberta,Energy,152.3,-9.9
Jun-12,Alberta,All-items,126.9,1.3
Jun-12,Alberta,Food,128,1.7
Jun-12,Alberta,Shelter,150.8,0.3
Jun-12,Alberta,"Household operations, furnishings and equipment",110.8,1.6
Jun-12,Alberta,Clothing and footwear,92,-0.1
Jun-12,Alberta,Transportation,127.3,2.7
Jun-12,Alberta,Health and personal care,128,2.6
Jun-12,Alberta,"Recreation, education and reading",107,-0.1
Jun-12,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",138.4,2.4
Jun-12,Alberta,Energy,161.2,-2.2
Jul-12,Alberta,All-items,126.8,0.9
Jul-12,Alberta,Food,129.3,2.5
Jul-12,Alberta,Shelter,151.4,-0.9
Jul-12,Alberta,"Household operations, furnishings and equipment",111,1.7
Jul-12,Alberta,Clothing and footwear,90.5,-1.4
Jul-12,Alberta,Transportation,125.4,1.8
Jul-12,Alberta,Health and personal care,127.6,2.9
Jul-12,Alberta,"Recreation, education and reading",107.9,0
Jul-12,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",138.6,2.6
Jul-12,Alberta,Energy,160.8,-5.6
Aug-12,Alberta,All-items,127.6,1
Aug-12,Alberta,Food,129.4,2.5
Aug-12,Alberta,Shelter,153.8,-0.6
Aug-12,Alberta,"Household operations, furnishings and equipment",110.8,1.2
Aug-12,Alberta,Clothing and footwear,90.6,-0.7
Aug-12,Alberta,Transportation,126.3,2
Aug-12,Alberta,Health and personal care,128.4,1.9
Aug-12,Alberta,"Recreation, education and reading",108.1,0.9
Aug-12,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",138.8,2.6
Aug-12,Alberta,Energy,169.7,-3.6
Sep-12,Alberta,All-items,127.8,1.4
Sep-12,Alberta,Food,128.3,1.3
Sep-12,Alberta,Shelter,152.6,1.6
Sep-12,Alberta,"Household operations, furnishings and equipment",111.5,1.1
Sep-12,Alberta,Clothing and footwear,94.9,-0.6
Sep-12,Alberta,Transportation,127.7,2.1
Sep-12,Alberta,Health and personal care,127.9,1.2
Sep-12,Alberta,"Recreation, education and reading",107.9,1
Sep-12,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",138.4,2.1
Sep-12,Alberta,Energy,169.3,3.8
Oct-12,Alberta,All-items,128,0.6
Oct-12,Alberta,Food,128,1.3
Oct-12,Alberta,Shelter,153.8,-1.2
Oct-12,Alberta,"Household operations, furnishings and equipment",111.8,1.4
Oct-12,Alberta,Clothing and footwear,97.1,-0.3
Oct-12,Alberta,Transportation,127.8,1.8
Oct-12,Alberta,Health and personal care,128.3,1.7
Oct-12,Alberta,"Recreation, education and reading",106.1,0.9
Oct-12,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",138.4,2
Oct-12,Alberta,Energy,167.8,-4.9
Nov-12,Alberta,All-items,127.3,0.6
Nov-12,Alberta,Food,128.8,1.4
Nov-12,Alberta,Shelter,153.2,0.1
Nov-12,Alberta,"Household operations, furnishings and equipment",112.3,2.1
Nov-12,Alberta,Clothing and footwear,93.9,-0.2
Nov-12,Alberta,Transportation,125.7,-0.9
Nov-12,Alberta,Health and personal care,128,0.9
Nov-12,Alberta,"Recreation, education and reading",105.2,0.8
Nov-12,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",138.6,2.1
Nov-12,Alberta,Energy,156.3,-4.4
Dec-12,Alberta,All-items,126.5,0
Dec-12,Alberta,Food,128.5,0.9
Dec-12,Alberta,Shelter,153.3,-2.1
Dec-12,Alberta,"Household operations, furnishings and equipment",111.6,1.9
Dec-12,Alberta,Clothing and footwear,91.1,0.4
Dec-12,Alberta,Transportation,124.3,0.3
Dec-12,Alberta,Health and personal care,127.7,0.9
Dec-12,Alberta,"Recreation, education and reading",104.6,0.5
Dec-12,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",137.5,1.2
Dec-12,Alberta,Energy,155.2,-9.2
Jan-13,Alberta,All-items,126.5,-0.5
Jan-13,Alberta,Food,129.8,1.4
Jan-13,Alberta,Shelter,154.4,-2
Jan-13,Alberta,"Household operations, furnishings and equipment",111.4,1.5
Jan-13,Alberta,Clothing and footwear,90,-2.4
Jan-13,Alberta,Transportation,123.3,-1.8
Jan-13,Alberta,Health and personal care,127.8,1.1
Jan-13,Alberta,"Recreation, education and reading",103.5,0.8
Jan-13,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",138.8,2
Jan-13,Alberta,Energy,151.8,-12.7
Feb-13,Alberta,All-items,127.7,0.9
Feb-13,Alberta,Food,130.4,2
Feb-13,Alberta,Shelter,153.9,-0.8
Feb-13,Alberta,"Household operations, furnishings and equipment",112,1.7
Feb-13,Alberta,Clothing and footwear,90.4,-0.3
Feb-13,Alberta,Transportation,127.6,1.8
Feb-13,Alberta,Health and personal care,127.6,0.6
Feb-13,Alberta,"Recreation, education and reading",104.8,1.2
Feb-13,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",139,1
Feb-13,Alberta,Energy,161.3,-4.7
Mar-13,Alberta,All-items,128.1,1.2
Mar-13,Alberta,Food,130,2.2
Mar-13,Alberta,Shelter,153.7,2.1
Mar-13,Alberta,"Household operations, furnishings and equipment",112.3,1.7
Mar-13,Alberta,Clothing and footwear,96.1,0.2
Mar-13,Alberta,Transportation,127.4,-0.3
Mar-13,Alberta,Health and personal care,126.9,-0.5
Mar-13,Alberta,"Recreation, education and reading",105,0.1
Mar-13,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",139.3,1.1
Mar-13,Alberta,Energy,161.2,-0.2
Apr-13,Alberta,All-items,128.7,1.3
Apr-13,Alberta,Food,130.4,2.9
Apr-13,Alberta,Shelter,156.3,4.3
Apr-13,Alberta,"Household operations, furnishings and equipment",112.7,2.2
Apr-13,Alberta,Clothing and footwear,96,0.2
Apr-13,Alberta,Transportation,126.8,-2.6
Apr-13,Alberta,Health and personal care,128,-0.1
Apr-13,Alberta,"Recreation, education and reading",105.4,-0.1
Apr-13,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",139.6,1.2
Apr-13,Alberta,Energy,166.6,3.4
May-13,Alberta,All-items,129.5,2.3
May-13,Alberta,Food,131.4,3
May-13,Alberta,Shelter,156.3,5.7
May-13,Alberta,"Household operations, furnishings and equipment",112.8,2.2
May-13,Alberta,Clothing and footwear,94.8,-0.2
May-13,Alberta,Transportation,128.9,0
May-13,Alberta,Health and personal care,127.3,-0.5
May-13,Alberta,"Recreation, education and reading",107.4,0.4
May-13,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",140,1.2
May-13,Alberta,Energy,171.3,12.5
Jun-13,Alberta,All-items,129.8,2.3
Jun-13,Alberta,Food,129.7,1.3
Jun-13,Alberta,Shelter,157.1,4.2
Jun-13,Alberta,"Household operations, furnishings and equipment",113,2
Jun-13,Alberta,Clothing and footwear,92.9,1
Jun-13,Alberta,Transportation,131.2,3.1
Jun-13,Alberta,Health and personal care,127.2,-0.6
Jun-13,Alberta,"Recreation, education and reading",107.8,0.7
Jun-13,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",139.7,0.9
Jun-13,Alberta,Energy,180.3,11.8
Jul-13,Alberta,All-items,129.6,2.2
Jul-13,Alberta,Food,131.4,1.6
Jul-13,Alberta,Shelter,157,3.7
Jul-13,Alberta,"Household operations, furnishings and equipment",113.3,2.1
Jul-13,Alberta,Clothing and footwear,92.1,1.8
Jul-13,Alberta,Transportation,128.5,2.5
Jul-13,Alberta,Health and personal care,126.6,-0.8
Jul-13,Alberta,"Recreation, education and reading",109.1,1.1
Jul-13,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",139.7,0.8
Jul-13,Alberta,Energy,173.7,8
Aug-13,Alberta,All-items,129.4,1.4
Aug-13,Alberta,Food,132.2,2.2
Aug-13,Alberta,Shelter,156.6,1.8
Aug-13,Alberta,"Household operations, furnishings and equipment",112.9,1.9
Aug-13,Alberta,Clothing and footwear,92.3,1.9
Aug-13,Alberta,Transportation,127.3,0.8
Aug-13,Alberta,Health and personal care,126.8,-1.2
Aug-13,Alberta,"Recreation, education and reading",109.1,0.9
Aug-13,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",139.8,0.7
Aug-13,Alberta,Energy,168.5,-0.7
Sep-13,Alberta,All-items,129.5,1.3
Sep-13,Alberta,Food,131.5,2.5
Sep-13,Alberta,Shelter,157.3,3.1
Sep-13,Alberta,"Household operations, furnishings and equipment",112.8,1.2
Sep-13,Alberta,Clothing and footwear,95.7,0.8
Sep-13,Alberta,Transportation,127.6,-0.1
Sep-13,Alberta,Health and personal care,126.9,-0.8
Sep-13,Alberta,"Recreation, education and reading",107.4,-0.5
Sep-13,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",140.4,1.4
Sep-13,Alberta,Energy,169.4,0.1
Oct-13,Alberta,All-items,129.3,1
Oct-13,Alberta,Food,130.5,2
Oct-13,Alberta,Shelter,156.8,2
Oct-13,Alberta,"Household operations, furnishings and equipment",113.5,1.5
Oct-13,Alberta,Clothing and footwear,96.2,-0.9
Oct-13,Alberta,Transportation,127.8,0
Oct-13,Alberta,Health and personal care,126.7,-1.2
Oct-13,Alberta,"Recreation, education and reading",106.2,0.1
Oct-13,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",140.4,1.4
Oct-13,Alberta,Energy,160.8,-4.2
Nov-13,Alberta,All-items,129.5,1.7
Nov-13,Alberta,Food,131.2,1.9
Nov-13,Alberta,Shelter,158.5,3.5
Nov-13,Alberta,"Household operations, furnishings and equipment",113.4,1
Nov-13,Alberta,Clothing and footwear,95.9,2.1
Nov-13,Alberta,Transportation,126.8,0.9
Nov-13,Alberta,Health and personal care,126.8,-0.9
Nov-13,Alberta,"Recreation, education and reading",105.8,0.6
Nov-13,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",140.4,1.3
Nov-13,Alberta,Energy,163.4,4.5
Dec-13,Alberta,All-items,129.1,2.1
Dec-13,Alberta,Food,131.1,2
Dec-13,Alberta,Shelter,158,3.1
Dec-13,Alberta,"Household operations, furnishings and equipment",113.3,1.5
Dec-13,Alberta,Clothing and footwear,92,1
Dec-13,Alberta,Transportation,127.4,2.5
Dec-13,Alberta,Health and personal care,127.1,-0.5
Dec-13,Alberta,"Recreation, education and reading",105.5,0.9
Dec-13,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",139.8,1.7
Dec-13,Alberta,Energy,161.5,4.1
Jan-14,Alberta,All-items,129.9,2.7
Jan-14,Alberta,Food,132.4,2
Jan-14,Alberta,Shelter,160.5,4
Jan-14,Alberta,"Household operations, furnishings and equipment",113.5,1.9
